,CompromisingAgent,StubbornAgent,Random,PunitiveAgent,ReluctantAgent,AntiPunitiveAgent,FishingChip,Mean Points
ReluctantAgent,14014.0,1500.0,6405.0,1522.0,0.0,13964.0,1500.0,6484.166666666667
PunitiveAgent,14014.0,12.0,7338.0,0.0,3498.0,13970.0,26.0,6476.333333333333
StubbornAgent,14014.0,0.0,6993.0,28.0,3500.0,13958.0,14.0,6417.833333333333
FishingChip,14014.0,6.0,6930.0,34.0,3500.0,13958.0,0.0,6407.0
AntiPunitiveAgent,56.0,5982.0,3018.0,6010.0,5996.0,0.0,5982.0,4507.333333333333
CompromisingAgent,0.0,6006.0,2979.0,6006.0,6006.0,24.0,6006.0,4504.5
Random,6951.0,2997.0,0.0,3162.0,3185.0,7002.0,2970.0,4377.833333333333
